Fecha de venta,Ciudad,Producto,Precio unitario,Cantidad,Monto total,Cliente,Email,ID de orden
12/10/2024,Medellín,Laptop-Oficina-8GB,85.19,1,85.19,Octavio Madrid Acevedo,jhernadez@yahoo.com,32cbf6b2-5cd5-4174-8a02-005124de47a9
10/25/2024,Ciudad de M√©xico,Tablet-Estándar-32GB,1468.39,1,1468.39,Estela Tijerina,guzmanalfonso@molina.com,96edea28-2897-4637-85bd-60acc395c4c4
7/11/2024,Bogotá,Laptop-Oficina-16GB,1450.82,1,1450.82,Mtro. Dulce Mar√≠a Amador,avazquez@corporacin.com,e293657e-9d00-4bb4-a00b-b178850a3ccc
10/29/2024,Guadalajara,Tablet-Pro-4GB,429.21,5,2146.05,Alfonso Alejandra Aguilera,bfajardo@suarez.info,c4d429ce-cdcb-4f2a-b91c-26eac3db495e
10/11/2024,GUADALAJARA,Teléfono-Gama baja-16GB,724.28,3,2172.84,Octavio Brise√±o Corrales,antoniohernandez@gmail.com,06092c99-a04c-49aa-b1e2-81711e255109
11/28/2024,Monterrey,Auriculares-Bluetooth-32GB,1654.16,1,1654.16,Benjam√≠n Octavio Gaona,armando09@gmail.com,b4335591-8cf2-4447-be7b-0390e7645fec
10/28/2024,Cali,Laptop-Oficina-32GB,1834.12,1,1834.12,Lic. Mariana Urbina,daniela26@hotmail.com,cd9cf7e0-6da4-41df-8be9-2d02844b1c31
9/11/2024,Bogotá,Tablet-Estándar-8GB,2148.04,1,2148.04,Elias Mar√≠a Elena Arenas Ocasio,joaquinbriseno@morales.com,6ad9efba-ddc4-4d96-8495-584d4bb26f20
8/12/2024,Guadalajara,Tablet-Estándar-4GB,1325.42,3,3976.26,Isabela Magdalena Mascare√±as L√≥pez,maria-cristina19@prado-segura.com,2a063e75-ca9c-4adb-b9b6-54a80b4e0078
2/10/2024,Guadalajara,Auriculares-Bluetooth-16GB,1148.65,2,2297.3,Rub√©n Irizarry Rold√°n,surbina@chavez-pacheco.com,4314e54c-5647-4bc0-9804-307229669994
12/26/2024,Monterrey,Teléfono-Gama media-16GB,932.02,4,3728.08,Lic. Lorenzo Zaragoza,zarguello@yahoo.com,66a70af2-e06b-4866-8aaa-a2912c261d68
4/12/2024,Ciudad de M√©xico,Teléfono-Gama alta-32GB,1806.33,1,1806.33,Mtro. Vanesa Carrera,leticia11@hotmail.com,9bcb4a05-0683-4847-aadc-b955ee3775a4
2/10/2024,Medellín,Tablet-Pro-32GB,2187.34,1,2187.34,Aurora Armenta,mireleslourdes@yahoo.com,d955fcfb-9a73-4a28-9931-b2f8a50846b1
10/11/2024,Cali,Teléfono-Gama alta-8GB,1859.58,3,5578.74,Patricio Puga,maytecasares@yahoo.com,428f89ef-5eb4-469e-b29a-14fcef36e9d3
12/24/2024,Bogotá,Tablet-Estándar-32GB,306.11,2,612.22,Ana Alvarado Zambrano,ppineda@hotmail.com,ec0799d5-b19c-407d-9997-ef035cb093a4
8/11/2024,Medellín,Teléfono-Gama baja-32GB,233.33,5,1166.65,Leticia Alba,abelardo96@gmail.com,7cfc5646-ee03-43c0-9218-196b1d77162a
9/10/2024,Ciudad de M√©xico,Auriculares-Cancelación de ruido-8GB,1429.62,2,2859.24,Ing. Daniel Leyva,talvarez@saavedra-amaya.info,5e633cdc-c67a-440a-87f3-4972f2d004ac
7/10/2024,Guadalajara,Laptop-Gaming-32GB,1788.74,2,3577.48,Gabino Mar√≠a Eugenia Garc√≠a,wgiron@burgos-sisneros.com,a135de6f-9fab-4ce0-843f-2cfd1eebc422
5/12/2024,Cali,Tablet-Mini-16GB,2199.82,4,8799.28,Ing. Aurelio Sanabria,saenzeva@carrion-escamilla.net,2c03bec6-97ff-4eed-9ab3-48894b938d1c
11/25/2024,CALI,Auriculares-Con cable-16GB,2476.21,5,12381.05,Natalia Carmen Madrid,jaimerenteria@despacho.com,30697ee3-c6f1-4277-b269-c3c951095f84
12/28/2024,Ciudad de M√©xico,Laptop-Oficina-8GB,2261.12,4,9044.48,Dr. Jos√© Manu√©l Candelaria,gabriel22@pineda-villarreal.info,ece1df7a-ba2b-48cc-9d1f-e8d8a307a1c6
11/26/2024,Medellín,Laptop-Ultraliviana-16GB,1247.08,1,1247.08,Carmen Elvira Medina,esparta21@yahoo.com,922204f6-79f1-49ba-ab4c-25b2f7427397
8/10/2024,Guadalajara,Auriculares-Cancelación de ruido-8GB,479.96,4,1919.84,Hern√°n Angulo Ulibarri,nelly89@yahoo.com,d0dda286-bcb5-4649-a635-e4247f6a35d8
11/25/2024,Monterrey,Auriculares-Con cable-32GB ,1155.26,4,4621.04,Bruno Hern√°n Rivero,noemirivera@hotmail.com,8018872a-4ec4-4b51-8563-8d9d85f09396
11/28/2024,Monterrey,Tablet-Estándar-16GB,563.92,2,1127.84,Dr. Lucas Barela,antoniabarela@despacho.net,f0651ccf-cec5-4eb0-881b-198e786e21cc
11/25/2024,Ciudad de M√©xico,Tablet-Pro-4GB,1022.39,2,2044.78,Sessa Blanco,navarretenelly@yahoo.com,b5b62540-d5f3-4cd3-bdd3-48312389c2db
1/12/2024,Cali,Teléfono-Gama media-16GB,1527.87,2,3055.74,Ing. Guillermo Merino,serafinsanches@lugo.com,55c662be-f3d2-40c4-ba87-75f3a5b76faf
11/27/2024,Ciudad de M√©xico,Auriculares-Con cable-8GB,1804.11,4,7216.44,Omar Nelly Gamboa,vcervantez@matos-villagomez.biz,acec8856-d263-466f-b05c-84bd5b847fc1
2/12/2024,Medellín,Teléfono-Gama baja-16GB,70.91,3,212.73,Norma √Åvila,emoya@hotmail.com,fbdb0e9b-584d-4085-8bf9-8d372b99ebfb
11/24/2024,Ciudad de M√©xico,Laptop-Ultraliviana-4GB,1768.85,5,8844.25,Barbara Urrutia Palacios,peresguadalupe@laboratorios.info,b138908b-b0cd-458c-9da0-707f94b0ffcd
11/14/2024,Guadalajara,Laptop-Gaming-32GB ,446.49,3,1339.47,Esperanza Pablo Villa Segovia,cortestrinidad@hotmail.com,8cbd3d88-e898-4121-92bf-4315def5c26b
11/16/2024,Monterrey,Laptop-Oficina-32GB,416.81,2,833.62,Ing. Zacar√≠as Padr√≥n,rsosa@laboratorios.com,4d35d453-5b30-4e58-a33c-a870dde7a68f
10/27/2024,Ciudad de M√©xico,Auriculares-Con cable-4GB,1437.75,5,7188.75,Victoria Gurule,acovarrubias@yahoo.com,26d71239-8773-4f98-a147-880cc7ae84cb
1/11/2024,Guadalajara,Tablet-Estándar-8GB,2078.48,3,6235.44,Mar√≠a Luisa Roberto Holgu√≠n Zelaya,trinidadguillen@yahoo.com,3ce15a6c-2825-434c-ad46-cd79f4bc2381
11/19/2024,Medellín,Laptop-Ultraliviana-4GB,1292.9,2,2585.8,Tom√°s Cabrera Tijerina,rene11@carrillo.com,5548f892-9c81-4567-87e7-399e543e91d9
10/22/2024,Guadalajara,Laptop-Oficina-4GB,1703.47,2,3406.94,C√©sar Burgos Fl√≥rez,isaac34@aviles.biz,15c161e7-84e8-482a-963e-a7e6326abc14
12/10/2024,Monterrey,Laptop-Gaming-4GB,240.45,4,961.8,Eric Bonilla,sarabiakarla@gmail.com,5c493940-b957-429c-b2c2-6378fa0e9e7b
12/17/2024,Cali,Teléfono-Gama alta-4GB,1700.41,4,6801.64,Sr(a). M√≥nica Monta√±ez,znegron@hotmail.com,b132b519-abc7-45bf-afcb-a51cf812697a
6/12/2024,Ciudad de M√©xico,Auriculares-Bluetooth-4GB,460.62,4,1842.48,Mar√≠a D√≠az,qde-jesus@cazares-tamez.biz,9a041544-4b70-4ae4-9dee-985076c979eb
10/27/2024,Bogotá,Tablet-Pro-4GB,1092.45,3,3277.35,Dolores Minerva Fr√≠as Baeza,maria-eugenia48@industrias.com,08148c4c-9768-48b2-a627-96eb9c4ecb15
"Nov 7, 2024",Medellín,Auriculares-Bluetooth-8GB,1270.75,5,6353.75,Yuridia Madrid,kmurillo@proyectos.net,5b24d4c8-65a7-4ec1-8ca1-f46584e4d7f7
4/12/2024,Cali,Auriculares-Bluetooth-32GB,583.68,4,2334.72,Nelly Arce,rodrigoalcantar@hotmail.com,df4cc62b-b7d8-4963-99ea-48fe79203fbe
9/12/2024,Medellín,Tel√©fono-Gama media-8GB,1284.18,3,3852.54,Antonia Martha Esparza,espinoelena@yahoo.com,85c98452-482f-4a08-b9eb-a1cf145ad831
12/11/2024,Medellín,Laptop-Gaming-32GB,569.56,4,2278.24,√ìliver T√©llez,ysaldivar@perales.com,92e1c1ff-b495-49b7-a5b5-d0aeb1d04194
11/15/2024,Ciudad de M√©xico,Tablet-Estándar-4GB,1808.18,5,9040.9,√ìliver Julio C√©sar Cervantes,ncardenas@hotmail.com,1ee6182c-86b4-4ebe-b5e3-4e371ac515a7
11/17/2024,Ciudad de M√©xico,Auriculares-Cancelación de ruido-4GB,2255.29,3,6765.87,Camilo Cerv√°ntez,isaac33@gmail.com,6a272f91-94e7-4624-af64-2a57ea5ea246
10/29/2024,Cali,Teléfono-Gama media-4GB,847.32,5,4236.6,Marcos Amador,maria-eugeniairizarry@gmail.com,75ce132e-b6d1-4542-be19-8b8ae4cfee4c
10/29/2024,Ciudad de M√©xico,Tablet-Pro-4GB,509.58,3,1528.74,Lic. Rosalia Mart√≠nez,salma27@nieto-herrera.com,862a25a8-b572-4c67-85cb-bdd2f7503da7
4/11/2024,Bogotá,Tablet-Pro-16GB,578.14,5,2890.7,Estela Ver√≥nica Avil√©s,ucisneros@hotmail.com,77c7a554-42e9-435e-b1af-df86b0f8167f
11/14/2024,Medellín,Teléfono-Gama baja-32GB,879.78,1,879.78,Dr. Eloy Valles,lucas66@hotmail.com,df469a69-84f1-42dd-80d3-89ef0d15476d
10/22/2024,Guadalajara,Tablet-Pro-4GB,205.25,3,615.75,Juan L√≥pez,liliagonzalez@sanabria.info,bda4c76c-8205-4def-8d46-9d2d6a40365e
12/19/2024,Medellín,Auriculares-Bluetooth-16GB,2309.76,5,11548.8,Julia Baeza,leticiaduarte@yahoo.com,09c37b10-c227-4f88-9c6a-eb146d381382
5/11/2024,Bogotá,Laptop-Oficina-16GB,1540.33,1,1540.33,Seraf√≠n Dulce Mar√≠a Vargas,mauricio18@yahoo.com,56e3bed1-3ae7-459a-95b0-7637859d3f76
3/11/2024,Cali,Auriculares-Bluetooth-8GB,1018.4,5,5092,Mtro. Citlali Aguayo,micaela55@yahoo.com,884ce8a6-a2df-426e-b152-a3a8cca48ac2
1/11/2024,Medellín,Auriculares-Con cable-4GB,1058.81,3,3176.43,Lic. Frida Pati√±o,wcruz@proyectos.com,5ea8d6a3-3c14-4c58-91c5-b2ce7b7b435a
11/30/2024,Medellín,Auriculares-Con cable-8GB,890.66,1,890.66,Luc√≠a Irma Z√∫√±iga,quirozcristina@hotmail.com,03e4dd2e-3e51-4d0d-a880-eb30ad369498
11/26/2024,Bogotá,Teléfono-Gama alta-16GB,252.24,5,1261.2,Karla Amelia Garrido Zedillo,abril49@yahoo.com,5d45490d-e212-40da-9db3-7fe81d466e5d
1/12/2024,Monterrey,Laptop-Oficina-4GB,1705.74,4,6822.96,Wendolin Vallejo Bueno,carreraofelia@gmail.com,47707a3f-9323-4d55-944e-bc1bd0981b5d
10/15/2024,Guadalajara,Auriculares-Bluetooth-16GB,2289.42,4,9157.68,Jorge Sep√∫lveda,uferrer@gmail.com,44eb6606-bfe9-426e-8e4f-c7683d27a64a
12/16/2024,Guadalajara,Laptop-Ultraliviana-4GB,2281.01,4,9124.04,Isabela Cortez,aalmaraz@yahoo.com,18b6e7f0-7f1c-4914-ab72-945d8d766ba6
10/17/2024,Ciudad de M√©xico,Auriculares-Con cable-16GB,1093.69,1,1093.69,Guillermina Carbajal,martincandelaria@hotmail.com,f0d38b06-2059-47d6-9f56-aefc70f2727d
10/27/2024,Ciudad de M√©xico,Laptop-Oficina-16GB,233.85,3,701.55,Aldonza Arriaga,benjaminguerra@yahoo.com,2d413f59-b03c-479d-84d2-e6d17034f1ce
10/28/2024,Monterrey,Auriculares-Cancelaci√≥n de ruido-16GB,1779.34,3,5338.02,Mateo Flavio Uribe Garc√≠a,eesquibel@campos.info,de92a9b2-739f-4ffe-aeb7-97d14d474602
8/12/2024,Bogotá,Auriculares-Bluetooth-32GB,1490.57,3,4471.71,Marcos Ruby Mateo Quiroz,juancazares@juarez.com,92b45d23-a69f-49fa-84fe-45e1c5d428e3
12/23/2024,Monterrey,Laptop-Ultraliviana-32GB,1696.63,4,6786.52,Ofelia Su√°rez,mauricio18@preciado-acuna.com,e7e6c336-1e49-4295-a6a2-d4acf044ce4d
6/11/2024,Medellín,Laptop-Ultraliviana-8GB,942.47,2,1884.94,Mtro. Delia Medrano,zarateabril@club.org,b89c9db5-89fd-4f46-92e3-9846d55a78cf
12/30/2024,Cali,Auriculares-Cancelación de ruido-32GB,2064.92,3,6194.76,Ing. Wilfrido Carranza,sevillamicaela@villarreal.com,7e9821f4-95d8-433f-958b-d88fd9985891
10/12/2024,Guadalajara,Teléfono-Gama baja-4GB,2182.77,3,6548.31,Octavio Isabela Barraza,irobles@gmail.com,bb32f0ba-b764-401c-a691-3d59b0136679
11/22/2024,Cali,Tablet-Estándar-32GB,1402.66,5,7013.3,Emilia Federico Altamirano,laboyleonor@yahoo.com,fa3bf710-eb5a-4873-893c-d6a73dc7c4f9
11/21/2024,Guadalajara,Teléfono-Gama alta-4GB,2420.41,2,4840.82,Concepci√≥n Elias Alonso Garrido,jose-luisanaya@olivo-villa.com,51261e24-fd4f-491f-82aa-f60c2d85e228
6/10/2024,Medellín,Auriculares-Con cable-32GB,2084.89,5,10424.45,Jos√© Eduardo Jer√≥nimo Montoya Loera,genaroescobedo@castro-alonzo.com,99993024-cdc4-433a-bc86-99d1960cf2a9
11/19/2024,Bogotá,Teléfono-Gama alta-32GB,173.04,2,346.08,Ana Mar√≠a Palacios Cardenas,brunoferrer@hotmail.com,147138ab-2800-4faa-9770-b5aac577f7f3
12/27/2024,Bogotá,Laptop-Oficina-8GB,1831.56,2,3663.12,Ruby Amador Quintero,marianodelgadillo@proyectos.com,7ce37500-a380-4f67-8cbb-04f3cb8e5cc8
11/13/2024,Guadalajara,Auriculares-Cancelaci√≥n de ruido-16GB,1899.66,2,3799.32,Ing. Pilar Laboy,gdel-valle@covarrubias-marquez.com,86e384a9-c2a7-45ca-a673-368c949b7a96
11/22/2024,Ciudad de M√©xico,Tablet-Estándar-8GB,197.09,3,591.27,Mtro. Alfredo de la Fuente,dblanco@club.com,93eed3fe-4660-4b73-ac92-7b7bf72ad00f
12/28/2024,Monterrey,Auriculares-Con cable-16GB,1577.5,4,6310,Estela Iv√°n Figueroa,maria-del-carmenramos@hotmail.com,0e8a03cd-16fb-4487-accf-bc309a83a97e
10/27/2024,Medellín,Tablet-Estándar-8GB,832.37,2,1664.74,Liliana Pedraza,ninovictor@gmail.com,8b0b8f3a-d8c5-47fe-9e94-09d8d82d6464
11/26/2024,Ciudad de M√©xico,Teléfono-Gama media-4GB,1519.67,4,6078.68,Victoria Galv√°n,cornejocornelio@despacho.org,c95e92f7-8dde-45fb-8837-d183a4786431
7/12/2024,MONTERREY,Teléfono-Gama alta-16GB,1947.2,5,9736,Ricardo Bruno B√°ez,teodoro81@hotmail.com,c3a1ef5f-f105-4822-9c72-844ed7b0298f
11/23/2024,Guadalajara,Tablet-Pro-8GB,793.75,1,793.75,Guillermo Diana Curiel Verdugo,sara48@gmail.com,f76306ca-536d-4c20-8a36-77c9fc49afc0
11/14/2024,Medellín,Tablet-Estándar-8GB,1001.15,4,4004.6,Susana Valadez de la Cr√∫z,qrosado@hotmail.com,4f8944d0-df82-4668-beab-3dcdc6f3cf2f
5/12/2024,Medellín,Auriculares-Bluetooth-16GB,1492.69,5,7463.45,Mar√≠a del Carmen √ìliver Calder√≥n,cepedafelix@yahoo.com,1fd8b779-9173-420c-b04e-89c7391c69a8
8/11/2024,Guadalajara,Laptop-Oficina-32GB,1228.88,3,3686.64,Gustavo Aldonza Nazario Granado,del-riokarla@cisneros.org,0863774e-d706-46c8-a6ec-13da6cff2aed
12/29/2024,Ciudad de M√©xico,Teléfono-Gama media-16GB,2068.09,2,4136.18,Mar√≠a Teresa Ocasio Vera,alvavioleta@grupo.com,d9f6800f-10da-460e-b27e-bdbb10820a14
10/22/2024,Cali,Auriculares-Bluetooth-8GB,1882.22,3,5646.66,Omar Carla Miranda,renato62@gmail.com,39880590-7dce-48d2-a8b2-dcef91f42511
10/31/2024,Medellín,Laptop-Ultraliviana-4GB,2266.71,2,4533.42,Yolanda Rafa√©l Gamez,saavedrafelipe@yahoo.com,d9c1410d-a481-442e-a55e-c877ab1e7b3f
12/17/2024,Ciudad de M√©xico,Laptop-Gaming-8GB,1035.07,1,1035.07,Ing. Nayeli del Valle,esquibellucas@gmail.com,e4d04092-1822-4155-841a-4386e1c16529
6/12/2024,Bogotá,Tel√©fono-Gama media-8GB,1958.41,4,7833.64,Elvira Figueroa Fuentes,victor16@gmail.com,e5ed9d85-b980-4269-aaf2-f370cb138032
3/11/2024,Monterrey,Auriculares-Bluetooth-32GB,1222.82,1,1222.82,Cristina Urbina,elsaleal@arias.com,0e9b8d25-5a04-4737-8386-12ae6d3bfcb0
8/12/2024,Bogotá,Laptop-Oficina-16GB,66.58,4,266.32,Horacio Victoria Quiroz,dianasalazar@laboratorios.biz,d49cecb5-d5f1-4242-84fa-895e2d538ed5
9/12/2024,Cali,Teléfono-Gama baja-4GB,2287.41,2,4574.82,Benito Lucio Iglesias,carbajalnatalia@industrias.com,e2e5df9e-ce8b-40e6-9eed-af6f6afbf580
12/18/2024,Guadalajara,Laptop-Ultraliviana-16GB,2310.61,3,6931.83,Caridad Frida Villarreal,homero86@segura.com,41673c52-8873-43f3-b016-36a8c4e22ead
9/12/2024,Guadalajara,Tablet-Mini-4GB,1332.22,5,6661.1,Amanda Mariana Verduzco,veronica31@gmail.com,ac35ebfc-2fef-4aca-8a06-c9547d41dd8a
11/22/2024,Medellín,Teléfono-Gama alta-4GB,2135.79,1,2135.79,Helena Salvador Alba,indira82@miramontes-menendez.biz,ff3bf349-be3d-4ed5-a05d-026306680047
"Oct 26, 2024",Bogotá,Laptop-Ultraliviana-8GB,1868.91,5,9344.55,Sandra Cornelio Nava Galarza,gaonagabriel@proyectos.org,8a075c13-f70b-4b5b-909b-e961bf332236
10/17/2024,Monterrey,Teléfono-Gama baja-16GB,2063.13,4,8252.52,Leonardo Jos√© Luis Manzanares Trujillo,garenas@verduzco.org,969772b7-82a9-4281-b808-f08dbacfaa54
6/11/2024,Medellín,Tablet-Mini-8GB,1772.58,2,3545.16,Norma Paulina Qui√±ones,bespino@rojo.com,30208b2a-0356-49da-b9b5-5dadc87e2157
11/14/2024,Monterrey,Tablet-Pro-4GB,2224.61,4,8898.44,Emilio Alva,veronicalongoria@hotmail.com,2c896ee7-2283-43d2-9ff9-44e43322ed6f
10/22/2024,Bogotá,Laptop-Oficina-4GB,419.18,4,1676.72,Virginia Irma Rol√≥n Arteaga,juan-carlosporras@hotmail.com,8961a6a3-8576-4db8-bcfd-98eaefa53976
12/30/2024,Monterrey,Teléfono-Gama alta-32GB,2149.59,4,8598.36,Hilda Armando Padilla Castellanos,zmejia@club.com,36cbc08f-0000-4ac1-a306-2119638696af
10/18/2024,Bogotá,Laptop-Gaming-4GB,709.65,3,2128.95,Javier Ofelia Quintanilla Villa,sramirez@yahoo.com,8a1ce3fb-e2c2-4c33-8f15-c428f8a97642
12/27/2024,Guadalajara,Auriculares-Cancelación de ruido-32GB,1191.71,4,4766.84,Mauro Mel√©ndez,patricia66@hotmail.com,43c7bc6c-6c1b-481e-b0de-1a182eecc87e
11/15/2024,Cali,Tablet-Mini-4GB,914.84,4,3659.36,Emilio Peres,ovillalpando@hotmail.com,67e78427-8d9f-40c5-b32d-df9777d2029d
"Oct 03, 2024",Ciudad de M√©xico,Teléfono-Gama alta-32GB,2419.81,5,12099.05,Esteban Ure√±a,gvazquez@burgos.com,a4da2665-dfb9-46f3-b658-cc5d0505dd86
10/18/2024,Bogotá,Laptop-Oficina-32GB,1750.63,5,8753.15,Rufino Amador Ochoa,anel99@hotmail.com,731cae55-5431-4c89-89e4-ae12557b88e2
10/17/2024,Cali,Tel√©fono-Gama media-8GB,1091.59,5,5457.95,Abel Leticia Calder√≥n Gallegos,timoteo70@hotmail.com,92461461-c9c6-41f5-ba8b-7e68bb7088ec
10/19/2024,Guadalajara,Laptop-Oficina-32GB,2182.83,4,8731.32,Olivia Zavala,isabelmunguia@de.com,1bb7ccf0-5ad1-49e5-831c-01f403e1e8ae
11/23/2024,Cali,Laptop-Oficina-32GB,919.27,2,1838.54,Hilda Vergara Tirado,martin48@farias-huerta.com,d8b5d3e5-0632-4dbf-9b3c-2094a15de8e8
"Oct 03, 2024",Medellín,Tablet-Pro-4GB,145.9,5,729.5,Aida Ojeda Galindo,concepcion88@hotmail.com,8d23f99e-11a9-4194-979d-e2f334eec6fa
11/30/2024,Cali,Laptop-Ultraliviana-8GB,1208.42,3,3625.26,Gilberto Mitzy Aguirre Mac√≠as,adelafierro@resendez.com,853315fd-3f57-4c4d-b1c0-63876571d6be
9/12/2024,Guadalajara,Teléfono-Gama alta-8GB,1990.56,2,3981.12,Lic. Yuridia Rivas,samuel60@garica.biz,0063b295-8de8-42db-a280-53ce8abd64d5
11/16/2024,Monterrey,Auriculares-Con cable-32GB,347.49,5,1737.45,Germ√°n Bustos,luis-miguelsantacruz@yahoo.com,ee1c498f-9419-41b5-aad7-950f328bcf29
12/17/2024,Cali,Laptop-Gaming-4GB,771.57,5,3857.85,Carlota Helena Cepeda,bermudezleonor@reynoso.net,6c36c1bb-60d5-43fc-9b1f-840f4136899c
11/16/2024,Guadalajara,Laptop-Ultraliviana-16GB,1346.1,1,1346.1,Dar√≠o Antonia Medrano,leonelponce@hotmail.com,1721608b-9124-49ea-8ec0-ea350388ca09
7/12/2024,Bogotá,Laptop-Ultraliviana-8GB,1806.45,4,7225.8,Ignacio Genaro Varela,ricardoloera@torres-medina.com,ffe80953-b756-448f-ad50-9fbbf034b1a3
10/29/2024,Guadalajara,Laptop-Oficina-8GB,2248.35,5,11241.75,Lic. Juan Ortega,ignaciochacon@gmail.com,03d30ca8-82a1-4711-a969-6585129ef1c6
12/15/2024,Guadalajara,Laptop-Ultraliviana-8GB,817.31,2,1634.62,Claudia Su√°rez Galv√°n,nietohilda@yahoo.com,008ee7b3-7786-4b09-b979-9ae857581c91
10/28/2024,Ciudad de M√©xico,Laptop-Oficina-32GB,2484.65,2,4969.3,Manuel Iv√°n Alarc√≥n Noriega,claudia30@hotmail.com,d513a436-d4fe-4ff3-8ec9-e92a32ed8cc7
12/15/2024,Bogotá,Auriculares-Bluetooth-32GB,101.1,3,303.3,Pascual Trevi√±o,mariafernandez@gmail.com,1de0d9e2-fea5-4f41-858a-b4d39e7e4657
1/12/2024,Bogotá,Teléfono-Gama media-32GB,1311.78,5,6558.9,Jaqueline Juan Osorio,banuelosdalia@alonzo-ulibarri.info,07ad1313-5817-452d-ae83-9deb77f566ff
10/17/2024,Bogotá,Auriculares-Con cable-4GB,271.81,2,,Mauricio Pamela Villegas,jeronimo36@proyectos.info,041c1c21-48c4-49bf-8301-a26b4b366c97
10/28/2024,Medellín,Laptop-Gaming-16GB,371.09,4,1484.36,Agust√≠n Rocha,vparra@gmail.com,bd82514d-6aed-4ca8-885d-60312b6b736b
10/15/2024,Monterrey,Tablet-Pro-16GB,1414.97,1,1414.97,Fernando Almanza Dur√°n,valmonte@gmail.com,b033c422-b86e-4729-a448-c047ea02bb69
10/25/2024,Medellín,Tablet-Pro-16GB,1823.15,5,9115.75,Lic. Anel Cerv√°ntez,casanovahugo@yahoo.com,758acf48-c5d8-4ad9-8a21-e3e1440e091e
5/10/2024,Guadalajara,Laptop-Gaming-4GB,1118.74,4,4474.96,D√©bora Uriel Montez,sepulvedaalejandra@industrias.com,be204235-85bb-4fe8-9216-a9791c716831
10/22/2024,Medellín,Auriculares-Cancelación de ruido-8GB,1511.08,2,3022.16,Pedro Tamayo,indira48@gmail.com,53b6bfd4-05a9-41c3-adeb-dfaa20821700
11/15/2024,Guadalajara,Tablet-Mini-32GB,210.37,1,210.37,Dr. Irma Ba√±uelos,hernadezalvaro@gmail.com,2b9e4412-7cfc-4c93-b65b-fdd1b959ea0f
11/21/2024,Guadalajara,Laptop-Gaming-16GB,495.51,2,991.02,Cynthia Rol√≥n,emiliaesparza@santacruz.org,dd4ae052-c48d-46dc-a438-fad5a215831b
10/23/2024,Monterrey,Laptop-Ultraliviana-16GB,1327.27,2,2654.54,Bianca Abel Valent√≠n Alarc√≥n,mendezmonica@chacon.com,6e634080-3cde-4f41-b8b8-f7a29d0086fa
11/16/2024,Guadalajara,Laptop-Ultraliviana-32GB,1101.82,5,5509.1,Lic. Marisol Toledo,emilianovillanueva@grupo.org,715a22e4-0dbf-4ab3-9d6d-bc8cfaed54f3
11/15/2024,Medellín,Laptop-Ultraliviana-4GB,1767.16,1,1767.16,Federico Mat√≠as,florencia21@grupo.com,f3f6eded-9605-463d-befb-0ec09cb7398f
11/27/2024,Bogotá,Laptop-Gaming-8GB,764.41,3,2293.23,Eloy Jaime Mercado Rold√°n,jose-manuel14@madera-arenas.com,54483220-8340-4be3-b6c6-51347b1f367c
11/30/2024,Monterrey,Tablet-Pro-4GB ,2148.99,5,10744.95,Ing. Catalina Montenegro,socorrocolunga@rosales-caraballo.com,0b7c1304-c2c5-4050-9b73-fd7e7c4c1936
12/23/2024,Ciudad de M√©xico,Laptop-Gaming-32GB,1663.22,5,8316.1,Armando √Ångela Ju√°rez,marco-antonio11@proyectos.org,31d353ab-28f4-4ab9-8b40-a16ebfc9742a
10/26/2024,Bogotá,Tablet-Estándar-8GB,1898.24,1,1898.24,Eugenio M√≥nica Res√©ndez,rduarte@hotmail.com,2acb1d18-6de4-4e08-ab0f-a43239b072ab
11/11/2024,Ciudad de M√©xico,Laptop-Ultraliviana-16GB,569.35,4,2277.4,Gilberto Tamez Sanches,gcotto@alcala-espinoza.com,239ba516-3ba4-4ab3-afd0-e7520e4284da
1/11/2024,Bogotá,Auriculares-Cancelación de ruido-4GB,2312.7,3,6938.1,Mariana Navarrete,tgurule@hotmail.com,1d192c49-58cc-4355-8ae6-4fc5be821369
11/10/2024,Cali,Auriculares-Bluetooth-16GB,360.98,3,1082.94,Victoria Wendolin Terrazas Carvajal,avalosjosefina@gmail.com,e469cff8-fcc0-4664-b06d-c801efd84779
10/20/2024,Guadalajara,Auriculares-Con cable-16GB,320.64,5,1603.2,Agust√≠n Esparza,octavio81@granados.biz,a8f00c77-f3a2-4ae2-a236-7df93148023d
11/16/2024,Guadalajara,Tablet-Mini-4GB,1843.37,3,5530.11,Jos√© Aparicio,olivia24@yahoo.com,4185aaab-33a2-4e6e-bebe-5b6cf12100d2
10/16/2024,Cali,Teléfono-Gama baja-16GB,833.39,1,833.39,Mtro. Estela Villanueva,salma61@gmail.com,8cbf9f9b-f7d4-44ca-9484-0940e88fe51a
3/12/2024,Cali,Teléfono-Gama baja-16GB,1321.79,5,6608.95,Dr. Guillermina Pedroza,phernandes@hotmail.com,b1c04b5c-3ca0-4299-a95b-4cc9fd47e5c3
1/11/2024,Cali,Laptop-Oficina-16GB,1286.13,4,5144.52,Israel Anabel Merino,zbarreto@yahoo.com,55a12788-e321-4656-adc6-1c4b1c4fb82d
11/10/2024,Monterrey,Tablet-Estándar-8GB,1447.41,4,5789.64,Mtro. Emiliano Est√©vez,ballesterosevelio@yahoo.com,d06b5f3f-acab-4f8e-bf1a-8c1dfe18228e
5/11/2024,Guadalajara,Auriculares-Con cable-4GB,1456.11,5,7280.55,Jos√© Mar√≠a Vergara,fordonez@hotmail.com,c069967b-0651-485e-806a-1c2453c8e423
